Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close Date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
5/24/2021 0:00,Trey Research | 2-Year Organic Office Coffee Subscription,Pooja Bhalla,Trey Research,Lost,Canceled,64700,9/26/2021,0,9/26/2021,40,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Customer Follow-up,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/7/2022 7:22,Trey Research | 2-Year Organic Office Coffee Subscription,Jim Nakashima,Trey Research,Lost,Canceled,26300,11/19/2022,0,11/19/2022,15,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,New Product Release,Unknown,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/8/2024 15:32,Trey Research | 6-Month Fair Trade Coffee Subscription,Jeff Comstock,Trey Research,Won,Won,3250,3/21/2024,3250,3/21/2024,100,Hot,Close,Won,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/1/2021 0:00,Trey Research | 6-Month Fair Trade Coffee Subscription,Per Mikkelsen,Trey Research,Won,Won,13150,11/13/2021,13150,11/13/2021,85,Hot,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
10/28/2023 8:37,Trey Research | 6-Month Fair Trade Coffee Subscription,Alan Ross,Trey Research,Won,Won,16000,11/23/2023,16000,11/23/2023,100,Hot,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/13/2021 0:00,Trey Research | 6-Month Fair Trade Coffee Subscription,Pooja Bhalla,Trey Research,Lost,Out-Sold,22500,8/4/2021,0,8/4/2021,60,Warm,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,New Product Release,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/30/2022 14:29,Trey Research | 6-Month Fair Trade Coffee Subscription,Pooja Bhalla,Trey Research,Lost,Canceled,26250,11/11/2022,0,11/11/2022,35,Cold,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/13/2024 12:54,Trey Research | 6-Month Fair Trade Coffee Subscription,Pooja Bhalla,Trey Research,Won,Won,8200,12/1/2024,8200,12/1/2024,70,Warm,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/17/2022 7:09,Trey Research | 6-Month Fair Trade Coffee Subscription,Ayushman Jain,Trey Research,Won,Won,10850,1/7/2023,10850,1/7/2023,70,Warm,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
1/23/2025 17:59,Trey Research | 6-Month Fair Trade Coffee Subscription,Per Mikkelsen,Trey Research,Open,In Progress,20950,5/14/2025,0,,65,Warm,Propose,Pipeline,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
1/26/2022 10:04,Trey Research | Accu Scale,Pooja Bhalla,Trey Research,Lost,Canceled,800,3/28/2022,0,3/28/2022,40,Cold,Close,,DRINKWARE,Accu Scale,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/3/2023 17:59,Trey Research | Accu Scale,Ayushman Jain,Trey Research,Won,Won,1000,8/14/2023,1000,8/14/2023,70,Warm,Close,,DRINKWARE,Accu Scale,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/14/2024 10:26,Trey Research | Accu Scale,Jeff Comstock,Trey Research,Won,Won,150,12/24/2024,150,12/24/2024,95,Hot,Close,,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/13/2024 10:30,Trey Research | Airpot,Matisha Ladiwala,Trey Research,Open,In Progress,3600,6/18/2025,0,,5,Cold,Qualify,Omitted,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Unknown,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/6/2022 17:55,Trey Research | Airpot,Julie Strauss,Trey Research,Won,Won,1550,11/18/2022,1550,11/18/2022,90,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/16/2023 10:56,Trey Research | Airpot,Jim Nakashima,Trey Research,Lost,Canceled,5550,1/21/2024,0,1/21/2024,35,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/29/2022 10:51,Trey Research | Airpot,Lunaura Hassinger,Trey Research,Lost,Canceled,7850,3/25/2023,0,3/25/2023,25,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/23/2023 16:59,Trey Research | Airpot,Julie Strauss,Trey Research,Lost,Canceled,4800,8/27/2023,0,8/27/2023,30,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/15/2022 11:05,Trey Research | Airpot,Pooja Bhalla,Trey Research,Lost,Canceled,1650,12/16/2022,0,12/16/2022,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Global Coffee Expo,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/15/2024 15:00,Trey Research | Airpot,Jim Nakashima,Trey Research,Won,Won,4000,6/18/2024,4000,6/18/2024,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/12/2022 10:32,Trey Research | Airpot,Eric Boocock,Trey Research,Won,Won,7600,8/30/2022,7600,8/30/2022,90,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/18/2023 12:41,Trey Research | Airpot,Eric Boocock,Trey Research,Lost,Canceled,6150,7/23/2023,0,7/23/2023,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Loyalty Customer Promotion,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/26/2024 13:02,Trey Research | Airpot,Alan Ross,Trey Research,Lost,Canceled,6400,10/31/2024,0,10/31/2024,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Customer Follow-up,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/3/2023 16:57,Trey Research | Airpot,Julie Strauss,Trey Research,Lost,Canceled,2350,12/4/2023,0,12/4/2023,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,New Product Release,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/25/2022 14:34,Trey Research | Airpot,Ayushman Jain,Trey Research,Won,Won,7650,6/12/2022,7650,6/12/2022,95,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/28/2023 15:38,Trey Research | Airpot,Eric Boocock,Trey Research,Lost,Canceled,9300,7/17/2023,0,7/17/2023,50,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Barista Monthly Digest,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/17/2024 11:34,Trey Research | Airpot,Per Mikkelsen,Trey Research,Won,Won,8450,10/24/2024,8450,10/24/2024,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/20/2022 10:46,Trey Research | Airpot,Julie Strauss,Trey Research,Won,Won,6200,8/25/2022,6200,8/25/2022,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/22/2021 0:00,Trey Research | Airpot,Alan Ross,Trey Research,Won,Won,7050,10/9/2021,7050,10/9/2021,60,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/12/2024 14:22,Trey Research | Airpot,Pooja Bhalla,Trey Research,Open,In Progress,5100,7/5/2025,0,,5,Cold,Develop,,COMMERCIAL COFFEE MAKERS,Airpot,Barista Monthly Digest,Unknown,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/22/2022 16:22,Trey Research | Airpot Duo,Per Mikkelsen,Trey Research,Lost,Canceled,5550,2/26/2023,0,2/26/2023,45,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Duo,New Product Release,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
7/9/2021 0:00,Trey Research | Airpot Duo,Alan Ross,Trey Research,Lost,Out-Sold,5700,7/25/2021,0,7/25/2021,55,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/26/2022 13:32,Trey Research | Airpot Duo,Pooja Bhalla,Trey Research,Won,Won,3850,5/10/2022,3850,5/10/2022,65,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/25/2021 0:00,Trey Research | Airpot Duo,Eric Boocock,Trey Research,Won,Won,600,1/5/2022,600,1/5/2022,60,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/20/2022 13:33,Trey Research | Airpot Duo,Jim Nakashima,Trey Research,Lost,Canceled,1600,4/23/2022,0,4/23/2022,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/25/2024 11:20,Trey Research | Airpot Duo,Jeff Comstock,Trey Research,Lost,Canceled,2850,6/27/2024,0,6/27/2024,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/19/2022 9:09,Trey Research | Airpot Duo,Jim Nakashima,Trey Research,Lost,Canceled,1850,11/20/2022,0,11/20/2022,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/28/2025 17:36,Trey Research | Airpot Lite,Per Mikkelsen,Trey Research,Open,In Progress,4400,4/11/2025,0,,100,Hot,Develop,Committed,COMMERCIAL COFFEE MAKERS,Airpot Lite,Customer Follow-up,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/7/2025 10:05,Trey Research | Airpot Lite,Eric Boocock,Trey Research,Open,In Progress,4200,9/27/2025,0,,0,Cold,Propose,Omitted,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/20/2022 15:10,Trey Research | Airpot Lite,Per Mikkelsen,Trey Research,Lost,Canceled,1800,11/20/2022,0,11/20/2022,45,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Lite,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/27/2024 14:27,Trey Research | Airpot Lite,Per Mikkelsen,Trey Research,Lost,Canceled,3650,8/29/2024,0,8/29/2024,50,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/21/2024 10:23,Trey Research | Airpot Lite,Jim Nakashima,Trey Research,Won,Won,1550,4/2/2024,1550,4/2/2024,65,Warm,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Lite,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
10/3/2021 0:00,Trey Research | Airpot Lite,Pooja Bhalla,Trey Research,Lost,Out-Sold,4300,10/17/2021,0,10/17/2021,55,Warm,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Lite,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/28/2021 0:00,Trey Research | Airpot Lite,Julie Strauss,Trey Research,Won,Won,3350,7/30/2021,3350,7/30/2021,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/5/2024 10:22,Trey Research | Airpot Lite,Per Mikkelsen,Trey Research,Lost,Canceled,1550,10/24/2024,0,10/24/2024,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Loyalty Customer Promotion,Committee,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/5/2024 15:20,Trey Research | Airpot Lite,Jeff Comstock,Trey Research,Lost,Out-Sold,1150,8/16/2024,0,8/16/2024,55,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/1/2022 16:38,Trey Research | Airpot Lite,Eric Boocock,Trey Research,Won,Won,2650,2/14/2022,2650,2/14/2022,90,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
10/6/2022 9:17,Trey Research | Airpot XL,Alan Ross,Trey Research,Lost,Canceled,2150,4/26/2023,0,4/26/2023,5,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot XL,Perfect Brew Coffee  Webinar,Unknown,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/8/2021 0:00,Trey Research | Airpot XL,Alan Ross,Trey Research,Lost,Canceled,3250,7/10/2021,0,7/10/2021,45,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/18/2023 13:16,Trey Research | Airpot XL,Julie Strauss,Trey Research,Lost,Canceled,4150,4/22/2024,0,4/22/2024,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,Coffee Machine Excellence,Individual,Unknown,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/10/2022 14:52,Trey Research | Airpot XL,Jim Nakashima,Trey Research,Won,Won,2450,8/11/2022,2450,8/11/2022,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/27/2023 13:46,Trey Research | Airpot XL,Ayushman Jain,Trey Research,Lost,Canceled,1400,3/10/2023,0,3/10/2023,50,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,Customer Care Campaign,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/26/2022 15:22,Trey Research | Airpot XL,Alan Ross,Trey Research,Lost,Canceled,3200,7/28/2022,0,7/28/2022,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,Customer Follow-up,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/7/2023 9:28,Trey Research | Airpot XL,Julie Strauss,Trey Research,Won,Won,3750,10/10/2023,3750,10/10/2023,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/30/2024 11:58,Trey Research | Airpot XL,Julie Strauss,Trey Research,Lost,Canceled,6000,3/6/2025,0,3/6/2025,45,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,New Product Release,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
7/21/2024 10:15,Trey Research | AutoDrip,Pooja Bhalla,Trey Research,Won,Won,2250,8/2/2024,2250,8/2/2024,100,Hot,Close,Won,CONSUMER COFFEE MAKERS,AutoDrip,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/4/2024 15:53,Trey Research | AutoDrip,Eric Boocock,Trey Research,Lost,Canceled,700,7/4/2024,0,7/4/2024,15,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
1/5/2023 14:39,Trey Research | AutoDrip,Eric Boocock,Trey Research,Won,Won,3800,1/19/2023,3800,1/19/2023,100,Hot,Close,,CONSUMER COFFEE MAKERS,AutoDrip,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/31/2021 0:00,Trey Research | AutoDrip,Julie Strauss,Trey Research,Lost,Canceled,4600,1/6/2023,0,1/6/2023,10,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Loyalty Customer Promotion,Committee,Unknown,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/23/2024 14:18,Trey Research | AutoDrip,Per Mikkelsen,Trey Research,Won,Won,850,5/23/2024,850,5/23/2024,85,Hot,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/22/2023 8:31,Trey Research | AutoDrip,Jim Nakashima,Trey Research,Won,Won,550,1/2/2024,550,1/2/2024,100,Hot,Close,,CONSUMER COFFEE MAKERS,AutoDrip,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/6/2021 0:00,Trey Research | AutoDrip,Pooja Bhalla,Trey Research,Won,Won,4050,2/8/2022,4050,2/8/2022,60,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
1/27/2024 14:28,Trey Research | AutoDrip,Pooja Bhalla,Trey Research,Lost,Out-Sold,4450,4/30/2024,0,4/30/2024,60,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/26/2022 11:21,Trey Research | AutoDrip,Lunaura Hassinger,Trey Research,Won,Won,3350,10/28/2022,3350,10/28/2022,85,Hot,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/4/2021 0:00,Trey Research | AutoDrip,Eric Boocock,Trey Research,Lost,Out-Sold,2650,2/5/2022,0,2/5/2022,55,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,New Product Release,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/17/2021 0:00,Trey Research | AutoDrip,Eric Boocock,Trey Research,Lost,Out-Sold,3850,9/19/2021,0,9/19/2021,55,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
9/29/2022 14:04,Trey Research | Barista Express,Julie Strauss,Trey Research,Won,Won,155000,3/13/2023,155000,3/13/2023,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Barista Express,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
7/13/2024 14:37,Trey Research | Barista Express,Ayushman Jain,Trey Research,Won,Won,106700,12/27/2024,106700,12/27/2024,75,Warm,Close,Won,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/29/2024 11:33,Trey Research | Barista Express,Jim Nakashima,Trey Research,Won,Won,49800,10/17/2024,49800,10/17/2024,75,Warm,Close,Won,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/28/2023 16:55,Trey Research | Barista Express,Lunaura Hassinger,Trey Research,Lost,Canceled,152800,2/26/2024,0,2/26/2024,45,Cold,Close,Lost,COMMERCIAL ESPRESSO,Barista Express,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/10/2024 8:57,Trey Research | Barista Express,Per Mikkelsen,Trey Research,Lost,Canceled,139250,9/26/2024,0,9/26/2024,45,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/9/2021 0:00,Trey Research | Barista Express,Ayushman Jain,Trey Research,Won,Won,41000,3/20/2022,41000,3/20/2022,75,Warm,Close,,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/10/2024 12:19,Trey Research | Barista Express,Pooja Bhalla,Trey Research,Lost,Canceled,18600,7/28/2024,0,7/28/2024,20,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/14/2024 10:30,Trey Research | Barista Express,Eric Boocock,Trey Research,Lost,Out-Sold,119100,7/21/2024,0,7/21/2024,55,Warm,Close,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/19/2024 15:02,Trey Research | Barista Express,Jim Nakashima,Trey Research,Won,Won,140350,9/16/2024,140350,9/16/2024,95,Hot,Close,,COMMERCIAL ESPRESSO,Barista Express,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/28/2021 0:00,Trey Research | Barista Express,Lunaura Hassinger,Trey Research,Lost,Canceled,72900,11/7/2021,0,11/7/2021,20,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/21/2023 12:14,Trey Research | Barista Express,Julie Strauss,Trey Research,Lost,Canceled,101300,5/30/2024,0,5/30/2024,15,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
4/1/2022 14:37,Trey Research | Barista Express,Eric Boocock,Trey Research,Won,Won,78750,6/29/2022,78750,6/29/2022,90,Hot,Close,,COMMERCIAL ESPRESSO,Barista Express,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/4/2023 8:41,Trey Research | Barista Express,Pooja Bhalla,Trey Research,Lost,Canceled,149450,2/16/2024,0,2/16/2024,25,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
6/13/2021 0:00,Trey Research | Barista Express,Pooja Bhalla,Trey Research,Lost,Canceled,154550,2/13/2022,0,2/13/2022,10,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,Coffee Trade Fair,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/26/2024 9:23,Trey Research | Barista Express,Eric Boocock,Trey Research,Open,In Progress,131450,6/5/2025,0,,15,Cold,Qualify,,COMMERCIAL ESPRESSO,Barista Express,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/29/2023 10:14,Trey Research | Barista Home,Jeff Comstock,Trey Research,Won,Won,4050,9/12/2023,4050,9/12/2023,95,Hot,Close,Won,CONSUMER ESPRESSO,Barista Home,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/23/2021 0:00,Trey Research | Barista Home,Alan Ross,Trey Research,Won,Won,8400,9/10/2021,8400,9/10/2021,70,Warm,Close,,CONSUMER ESPRESSO,Barista Home,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/11/2024 8:39,Trey Research | Barista Lite,Julie Strauss,Trey Research,Lost,Out-Sold,16300,1/6/2025,0,1/6/2025,55,Warm,Close,Lost,CONSUMER ESPRESSO,Barista Lite,Customer Care Campaign,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/12/2021 0:00,Trey Research | Barista Lite,Pooja Bhalla,Trey Research,Lost,Canceled,6300,8/16/2021,0,8/16/2021,15,Cold,Close,,CONSUMER ESPRESSO,Barista Lite,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
5/1/2024 11:39,Trey Research | Barista Lite,Alan Ross,Trey Research,Lost,Canceled,13500,12/1/2024,0,12/1/2024,30,Cold,Close,,CONSUMER ESPRESSO,Barista Lite,,Individual,This Year,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
3/10/2024 14:16,Trey Research | Brew Filters,Pooja Bhalla,Trey Research,Lost,Canceled,200,6/8/2024,0,6/8/2024,20,Cold,Close,Lost,DRINKWARE,Brew Filters,New Product Release,Unknown,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/24/2022 15:01,Trey Research | Brew Filters,Eric Boocock,Trey Research,Lost,Out-Sold,250,3/6/2022,0,3/6/2022,60,Warm,Close,,DRINKWARE,Brew Filters,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
8/9/2023 10:39,Trey Research | Brew Filters,Julie Strauss,Trey Research,Lost,Canceled,500,10/9/2023,0,10/9/2023,50,Cold,Close,,DRINKWARE,Brew Filters,New Product Release,Unknown,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
2/24/2022 14:08,Trey Research | Brew Filters,Alan Ross,Trey Research,Won,Won,150,3/6/2022,150,3/6/2022,65,Warm,Close,,DRINKWARE,Brew Filters,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
7/1/2023 9:17,Trey Research | Brew Filters,Eric Boocock,Trey Research,Won,Won,50,8/30/2023,50,8/30/2023,80,Hot,Close,,DRINKWARE,Brew Filters,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/5/2024 16:50,Trey Research | Brew Filters,Per Mikkelsen,Trey Research,Lost,Out-Sold,450,12/15/2024,0,12/15/2024,60,Warm,Close,,DRINKWARE,Brew Filters,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
